ALBE01;Iberia,Navarra,Suite espagnole;ALBENIZ;0
NIAG01;Religion;NIAGARA;3
NOUG01;Compilation;NOUGARO Claude;3
NOUG02;Zenith 89  (2 CD);NOUGARO Claude;3
PERS01;Comme à la maison;PERSONNE Paul;3
PIAF01;Compact d'or;PIAF Edith;3
REGG01;Palais des congrès 1993;REGGIANI Serge;3
RENA01;Putain de camion;RENAUD;3
RENA02;Cante el'Nord;RENAUD;3
RIVA01;Le gout de l'eau;RIVARD Michel;3
SALV01;Master série;SALVADOR Henri;3
SANS01;Sans regret$;SANSON Véronique;3
SARD01;Les plus grandes chansons;SARDOU Michel;3
SHEL01;Sheller en solitaire;SHELLER BWilliam;3
SHEL02;Albion;SHELLER William;3
SOLA01;Prose combat;McSOLAR;3
SOUC01;Ultra moderne solitude;SOUCHON Alain;3
SOUC02;Nickel;SOUCHON Alain;3
TELE01;Un autre monde;TELEPHONE;3
TREN01;Disque d'or;TRENET Charles;3
TSFF01;Un p'tit air dans la tête;TST;3
VIAN01;1er Volume;VIAN Boris;3
VIGN01;Mets donc tes plus belles chansons ens;VIGNEAULT Gilles;3
VOIS01;Helene;VOISINE Roch;3
VOUL01;Compilation;VOULZY Laurent;3
ALDE01;Sortilèges de la harpe indienne;ALDERETE Ignacio;4
ALGE01;Ensembles folkloriques;ALGERIE;4
ALLA01;Foundou de Bechar (luth algérien);ALLA ;4
ANDE01;Ensemble nationaux: magie de la flute;ANDES;4
BRET01;musiques;BRETAGNE;4
CAJU01;Kings of cajun;CAJUN;4
CLEG01;This world child (Afrique Sud);CLEGG Johnny et SAVUKA;4
CLIF01;Samba reggae (jamaique);CLIFF Jimmy;4
CONT01;Aguaplano (Italie);CONTE Paolo;4
CONT02;Boogie (Italie);CONTE Paolo;4
CORS01;Chants corses;CORSE;4
DERV01;danses turques;DERVICHES TOURNEURS;4
DIYI01;Geste (turquie);DIYICI Senem;4
DOUR01;Eyes open (Sénégal);N'DOUR Youssou;4
DRUM01;Les tambourinaires du Burundi;DRUMMERS of BURUNDI;4
ESPE01;A capela (Brésil);ESPERANCA TRIO;4
FAIR01;Kifak inta (liban);FAIRUZ;4
GENS01;Des chansons et des enfants;GENS de LORRAINE;4
HYMN01;Hymnes nationaux du monde;HYMNES;4
INST01;Instruments de musique du monde;INSTRUMENTS;4
IONA01;O eratos (grec);IONATOS Angelique;4
IRLA01;Harpe irlandaise;IRLANDE;4
KASS01;Succès Vol.1 (Antilles);KASSAV;4
KENN01;To drive the cold winter away;McKENNIT Loreena;4
KOUN01;Salam (Sénégal-Gambie);KOUNDA Touré;4
MAKE01;Sing me a song (Afrique);MAKEBA Miriam;4
MARL01;Best of legend (Jamaique);MARLEY Bob;4
MEXI01;Viva mexico;MEXICO;4
PERF01;L'inoubliable (Antilles);PERFECTA;4
RODR01;Fados portuguais;RODRIGUES Amalia;4
SALS01;Viva salsa;SALSA;4
VINC01;Coquinement zouk;VINCENT Francky;4
VINI01;Toquinho y Vinicius (Brésil);VINICIUS DE MORAES;4
ZAMF01;Les plus grands thèmes;ZAMFIR Gheorghe;4
ZAMF02;Utopia;ZAMFIR Gheorghe;4
ARON01;Classic relaxation;ARON Eric;5
AZZO01;Paris musette;AZZOLA;5
BREG01;"film ""Arizona dream""";BREGOVIC Goran;5
DANS01;par orch. nat. français;DANSE;5
DEMO01;Best of ... vol 1;DEMONSTRATION;5
DEVO01;L'artiste;DEVOS Raymond;5
EFFE01;3 CD vol 1,2,3;EFFECTS SOUND;5
EFFE02;Vol2;EFFECT SOUND ;5
EFFE03;vol3;EFFECT SOUND ;5
FAME01;Musique du film Fame;FAME;5
FILM01;Meilleurs musiques de films;FILMS;5
MARA01;"film ""Tous les matins du monde""";MARAIS Martin;5
MUSE01;musette;MUSETTE;5
NOEL01;Petit Papa Noel de Vigneault;NOEL;5
PHIL01;Le petit prince;PHILIPPE Gérard;5
SERR01;"Musique du film ""Le grand bleu""";SERRA Eric;5
SKET01;Les plus grands sketches comiques;SKETCHES;5
SOUR01;Musiques traditionnelles du monde;SOURCES MUSICALES;5
TANG01;de Cavallero Marion;TANGOS;5
TANG02;de Duleu Edouard;TANGOS et PASO DOBLES;5
TRAD01;Anthologie traditionnelle Vol1,2 et 3;TRADITION;5
FORR01;The soundtrack;FORREST GUMP;5
HIGE02;Aux heros de la voltige;HIGELIN Jacques;3
CHRI01;The best of ..;The CHRISTIANS;1
PETR01;The blue note years;PETRUCCIANI Michel;2
ENZO01;Deux;ENZO Enzo;3
SALV02;Monsieur Henri;SALVADOR Henri;3
YOUN04;The crossing;YOUNG Paul;1
YOUN05;Acoustic;YOUNG Paul;1
CONN02;She;CONNICK Jr Harry;2
TORC01;Ensemble Vocal Romantica;TORCY;0
RAMI02;Misa Criolla;RAMIREZ;0
KARA01;Le concert dont vous êtes le héros;KARAOKE;5
KARA02;Les plus belles chansons françaises;KARAOKE;5
PETE02;The more I see you;PETERSON Oscar;2
SCOT01;Feelin' the groove;SCOTT Rhoda;2
MOOR01;Keb'Mo;MOORE K;2
BLUE01;lonesome;Blues divers;2
SERR02;Léon;SERRA Eric;5
PHIL02;Musique du film Philadelphia;PHILADELPHIA;5
BODY01;Musique du film The Bodyguard;The BODYGUARD;5
ESCO01;Gipsy Waltz;ESCOUDE Christian;2
ROSS04;Le Barbier de Séville;ROSSINI;0
PROK01;Roméo et Juliette;PROKOFIEV;0
SIMP01;Men and women;SIMPLY RED;1
MORR01;Days like this;MORRISON Van;1
TIKA01;Lovers in the city;TIKARAM Tanita;1
CHIE01;The long black veil;The CHIEFTAINS;1
BUCK01;Grace;BUCKLEY Jeff;1
WETW01;Picture this;WET WET WET;1
YOUN06;Decade$;YOUNG Neil;1
CRIM01;The concise;CRIMSON King;1
STIN02;Fields of gold;STING;1
ZUCC01;Spirito Di Vino;ZUCCHERO;1
JACK04;History (2 cd);JACKSON Michael;1
LOVE01;I love everybody;LOVETT Lyle;1
CARP01;Stones in the road;CARPENTER Mary Chapin;1
WHIT01;The icon is love;WHITE Barry;1
BOUC01;Ecoute petit frère!;Les Garcons BOUCHERS;3
LAMA01;Je ne veux pas parler;LAMA Serge;3
ENZO02;A donde voy?;ENZO Enzo;3
ALLI02;Simple & Funky;Alliance Ethnik;3
MAUR01;Une fille très scène;MAURANE;3
INDI01;Sacred spirit;INDIENS;4
EVOR01;Miss Perfumado (Cap Vert);EVORA Cesaria;4
DIBA01;Live'91 (Afrique);DIBANGO Manu;4
IDIR01;Les chasseurs de lumière (Berbère);IDIR;4
KEME01;Enez Eusa (Breton);KEMENER Yann-Fanch;4
NOUG03;Chansongs;NOUGARO Claude;3
NEGR01;Zig Zague;Les NEGRESSES VERTES;3
PALM01;La dernière année;De PALMAS Gérald;3
GUID01;Vertigo;GUIDON Jean;3
KENT01;Kent en scène;KENT;3
CURE02;Staring at the sea;The CURE;1
DION01;D'eux;DION Céline;3
NATI01;Nat(l)ive;NATIVE;3
GOLD03;Les plus grands succès;GOLD;3
SANS02;Comme ils l'imaginent;SANSON Véronique;3
MOUS04;Je chante avec toi liberté;MOUSKOURI Nana;3
ESPE02;Segundo (Brésil);ESPERANCA TRIO;4
BLON02;Dieu (reggae);BLONDY Alpha;4
HALL04;Lorada;HALLIDAY Johnny;3
PAUL01;The very best of;PAUL BILLY;1
DANS02;Best of (3 CD);Culture DANSE;5
KING03;Tapestry;KING Carole;1
MITC03;Tout Eddy;MITCHELL Eddy;3
SAPH01;Chante Oum Kalsoum;SAPHO;3
TIFO01;Swit Lozik (Réunion);TI-FOCK;4
KASS02;Majestik zouk (Antilles);KASSAV;4
TABO01;Unity (Haiti);TABOU COMBO;4
BALA02;Le chanteur;BALAVOINE;3
BALA03;L'Aziza;BALAVOINE;3
FARI01;par Aris CHRISTOFELLIS;Farinelli;0
SOLE01;Solidarite Enfant Sida;Solidarite Enfant Sida;1
CORS02;Les plus belles chansons corses;CORSICA;4
HAYE01;Branded;HAYES Isaac;1
KRAV01;Circus;KRAVITZ Lenny;1
PRIN01;The Hits 1;PRINCE;1
VIVA03;Cantate Italiane e Sonate;VIVALDI ;0
LINC01;Straight ahead;LINCOLN Abbey;2
FRES01;Night on the city;FRESU Paolo;2
SOLO01;La marmaille nue;SOLO Mano;3
FUGA01;Plus ça va;FUGAIN Michel;3
PULP01;Musique du film ;PULP FICTION;5
PRET01;Musique du film;PRET A PORTER;5
HALL05;Johnny;HALLIDAY;3
BOLT01;Greatest Hits;BOLTON Michael;1
ROSS05;La Geherentola;ROSSINI;0
VOIX01;L'art des Hautes-contre;Voix de Cristal;0
SCAR02;22 sonates;SCARLATTI Domenico;0
ADAM01;Violin concerto;ADAMS et KREMER;0
VIVA04;Musique sacrée;VIVALDI;0
CART02;Conversin' with the elders;CARTER James;2
LOUI02;Louisiana;LOUISS Eddy;2
WEAT01;Don't lay your blues on me;WEATHERSBY Carl;2
SILV01;The hardbop grandpop;SILVER Horace;2
VERT01;Nouvelles tendances du jazz;VERTIGO;2
GOSP01;& Negro Spiritual;GOSPEL;2
FITZ03;Ella at Duke's place;FITZGERALD Ella;2
ROMA01;Ombre;ROMANE;2
MOOR02;Just like you;MOORE K;2
LARA01;Mélomanie;LARA Catherine;3
LAFO02;Folklores imaginaires;LAFONTAINE Philippe;3
LIOO01;Wandatta;LIO;3
BRIL01;Havana;BRILLANT Dany;3
LAVI02;Champs du possible;LAVILLIERS Bernard;3
AUFR02;Trans Dylan;AUFRAY Hugues;3
MENG01;La mer n'existe pas;MENGO Art;3
MOUS05;Tout reste à dire;MOUSTAKI Georges;3
DALI01;Comme si j'étais là;DALIDA;3
BIRK01;Versions Jane;BIRKING Jane;3
PAGN01;Bienvenue chez moi;PAGNY Florent;3
POLN01;Live at the roxy;POLNAREFF Michel;3
KENT02;Nouba;KENT;3
LAVI03;Un zest of ...;LAVIL Philippe;3
CINE01;Musiques de films;CINE N°1;5
EVOR02;Cesaria (Cap Vert);EVORA Cesaria;4
BRES01;Musique marine Bretagne;BREST 96;4
KANZ01;Wapi Yo (Zaire);KANZA Lokua;4
BROW02;Alfagamabetizado (Brésil);BROWN Carlinhos;4
THEO01;Greece without ruins (Grèce);THEODORAKIS Mikis;4
IMUV01;à Bercy (Corse);I MUVRINI;4
WHOO02;The voice of Cornwall (G.B.);WHOOTTON Brenda;4
SHAN01;Concert for peace (Inde);SHANKAR Ravi;4
ROSA01;Chocolate (Cuba);ROSA Alma;4
MATO01;La complainte de ma mère (Kabyle);MATOUB Lounès;4
AMIG01;De mi corazon (Espagne);AMIGO Vicente;4
SOUL01;Morceaux choisis;SOUL Magic;1
STIN03;Mercury falling;STING;1
COCK02;Have a little faith;COCKER Joe;1
MORI01;Jagged little pill;MORISSETTE Alanis;1
FUGE01;The score;FUGEES;1
PINK02;The wall;PINK FLOYD;1
VANG03;Portraits;VANGELIS;1
COLE01;The best of ...;COLE Lloyd;1
SMIT01;Gone again;SMITH Patti;1
BIAN01;The best of ...;BIANCO Matt;1
IGGY01;Naughty little doggie;IGGY POP;1
MICH01;Older;MICHAEL George;1
RADI01;Volume 3;RADIO RAP;1
NABB01;Merseybeast;McNabb Ian;1
TTTT01;Brotherhood;3T (Jackson);1
ROCK03;Volume 2;Reservoir Rock;1
CURE03;Wild mood swings;The CURE;1
QUEE03;Made in heaven;QUEEN;1
CLIF02;Bets of .. 5jamaique);CLIFF Jimmy;4
GALL02;France;GALL France;3
COOL01;Gangster's Paradise;COOLIO;1
SANT02;Abraxas;SANTANA;1
HEND03;Woodstock;HENDRIX Jimi;1
DEBU05;The treasures of french composers;DEBUSSY BERLIOZ BIZET;0
BARB05;La tierra sin mal;BARBOZA Raul;4
GRAP02;Flamingo;GRAPPELLI & PETRUCCIANI;2
NOAA01;I don't know;NOA;1
TURN02;Simply the best;TURNER Tina;1
BARB06;Il me revient;BARBARA;3
DION02;Falling into you;DION Céline;1
JONE03;Sarala;JONES & SECK;2
PARK02;Belief;PARKER Léon;2
SCAR03;22 sonates;SCARLATTI Domenico;0
CASS01;New moon daughter;CASSANDRA Wilson;2
COMP02;Yo vengo aqui;COMPAY SEGUNDO;4
FRED03;Springfield;FREDERICKS Carole;1
ENFO01;la soirée des enfoirés;ENFOIRES;3
FAIT01;20 th century blues;FAITHFULL Marianne;1
YOUN07;From time to time;YOUNG Paul;3
COLL01;Dance into the light;COLLINS Phil;1
SPRI03;The ghost of Tom Joad;SPRINGSTEEN Bruce;1
COLU01;Le meilleur de coluche;COLUCHE;5
DESP01;Les réquisitoires Vol. 0;DESPROGES Pierre;5
HALL06;Anthologie vol. 3;HALLYDAY Johnny;3
TOPG01;Musique du film;TOP GUN;5
AVEC01;Musique du film;AVEC OU SANS HOMMES;5
DEBU06;Pelléas et Mélisande;DEBUSSY Claude;0
SOLA02;Paradisiaque;Mc SOLAR;3
BARB07;Yesterday les Beatles;BARBELIVIEN Didier;3
SARD02;Salut;SARDOU Michel;3
HAND01;Messiah;HANDEL;0
CLAN01;Celtic collections;CLANNAO;4
GOSP02;Best of the Mass Choirs;GOSPEL;2
MOIS02;Les poemes de Michelle;MOISE Teri;3
CHAM02;Personne n'est parfait;CHAMFORT Alain;3
LAVI04;Clair obscur;LAVILLIERS Bernard;3
RAMA01;Terra promessa;RAMAZZOTI Eros;1
OBIS01;Superflu;OBISPO Pascal;3
GOLD04;En passant;GOLDMAN Jean Jacques;3
ADIE01;Songs of sanctuary;ADIEMUS;1
COCK03;Across from Midnight;COCKER Joe;1
BARO01;Une histoire de la musique baroque;BAROQUE;0
BIZE01;Carmen  L'Arlésienne;BIZET;0
BRID02;Dear Ella;BRIDGEWATER Dee Dee;2
BARR01;Things unsee;BARRO Kenny;2
JARR06;La scala;JARRET Keith;2
COLT02;The Paris Concert;COLTRANE John;2
HOOK02;Don't look back;HOOKER John Lee;2
PETE03;Move;PETERSON Lucky;2
FERN03;Innu Nikamu;FERNANDEZ Nilda;3
GALL03;La légende de Jimmy;GALL France;3
MITC04;Mr Eddy;MITCHELL Eddy;3
LEFO02;12 Nouvelles de Brassens;LE FORESTIER Maxime;3
CROI01;Une femme;CROISILLE Nicole;3
CLER02;Julien;CLERC Julien;3
ARTH01;Fête trouble;ARTHUR H;3
LAUR01;Sentiments Naturels;LAURE Carole;3
TEMP01;All directions;TEMPTATIONS;1
ROAC01;Feel;ROACHFORD;1
FILM02;Pulp Fiction, Basic Instinct;FILM;5
PRIE01;Best of me;PRIEST Maxi;1
MAXW01;Maxwell's urban fang suite;MAXWELL;1
ENYA01;The memory of trees;ENYA;1
ZEPP02;No Quarter;ZEPPELIN Led;1
LUCI01;Antologia;LUCIA Paco de;4
OASI01;August 21;OASIS;1
FYCC01;The Finest;FYC Fine Young Cannibals;1
UBBB01;Pronmises and Lies;UB40;4
ALBI01;Una mujer como yo (salsa);ALBITA;1
DALL01;The best of;DALLA Lucio;1
BAEZ01;The very best of;BAEZ Joan;1
KOMP01;Fusion music haitienne;KOMPASTARS;4
OLDA01;Le chant basque;OLDARRA;4
FAUD01;Baida;FAUDEL;4
CAJU02;Les haricots sont pas salés;CAJUN and CREOLE Music;4
CHAR04;Tremendo delirio;CHARANGA HABANERA;4
CHEM01;Exit Planet Dust;CHEMICAL Brothers;1
MOOR03;Dark days in paradise;MOORE Gary;1
SOUL02;Time for change;SOUL II SOUL;1
NOIR01;Club$;Noir Désir;3
MENI01;The album;Men In Black;1
IAMM01;L'école du micro d'argent;I Am;3
SCHO01;String Quartet n° 1 et 2;SCHONBERG Arnold;0
LAMB01;Bach to Africa;LAMBARENA;0
STRA05;L'oiseau de feu;STRAVINSKY;0
VERD03;Requiem;VERDI Giuseppe;0
PAGA01;24 caprices;PAGANINI;0
BOCC01;Trois quintetti;BOCCHERINI Luigi;0
BERL01;La damnation de Faust;BERLIOZ;0
CARP02;Love Song;CARPENTERS;1
MECA01;Ana Jose Nacho;MECANO;3
MAXW02;Embrya;MAXWELL;1
BOYZ01;Evolution;Boyz II Men;1
SIMP02;Blue;SIMPLY RED;1
STEW02;When we were the new boys;STEWART Rod;1
GARB01;Version 2;GARBAGE;1
BJOR01;Homogenic;BJORK;1
RICH02;Time;RICHIE Lionel;1
ALLM01;Mycology an Anthology;Allmann Brothers Band;1
GUTH01;The Best of;GUTHRIE Arlo;1
TCHA02;Le lac des cygnes;TCHAIKOVSKY;0
ZUCC02;The Best of;ZUCCHERO;1
BLAN02;Taciturne cromagnon;BLANCHARD Gérard;3
HARM01;Le chant des reves;HARMONIA;5
PAGN02;Savoir aimer;PAGNY Florent;3
LEFO03;Le cahier récré;LE FORESTIER Maxime;3
SYLV01;40 ans de chansons;SYLVESTRE Anne;3
FABI01;Pure;FABIAN Lara;3
JULI01;Deux pianos;JULIETTE;3
CAPL01;Jours de fête;CAPLAN Jil;3
PRIN02;Les Nubians;PRINCESSES NUBIENNES;3
COCC01;Best;COCCIANTE Richard;3
LOUI03;Amours;Louise Attaque;3
CEUX01;Your body;Ceux Qui Marchent Debout;3
ZAZI01;Made in love;ZAZIE;3
JARR07;Odyssey through O2;JARRE J M;5
ERAA01;Ameno;ERA;3
VOIC01;...;VOICES;5
IGLE01;Tangos;IGLESIAS Julio;5
NOTR01;opéra;Notre-Dame de Paris;5
MORR02;How long has this been going on;MORRISON Van;2
PETE04;A jazz portrait of Frank Sinatra;PETERSON Oscar;2
MING01;The complete town hall concert;MINGUS Charles;2
JONE04;Bossa Nova;JONES Quincy;2
SANC01;Obsesion;SANCHEZ David;2
ALLI03;'Gator Blues;Alligator;2
GETZ03;Jazz samba;GETZ Stan;1
MCDO01;The first recordings;Mc DOWELL Fred;2
SOUL03;Mega Soul;SOUL;1
MANA01;Panique celtique;MANAU;3
AISS01;Chira France (raï);AISSA Cheb;4
MART01;O péyi (antillais);MARTHLEY Jean Philippe;4
HASH01;Il a fallu;HASHEEM;3
AMAD01;Sou ni tilé (mali);AMADOU et MARIAM;4
MATT01;Before these crowded streets;MATTHEWS Dave Band;1
BONI01;Alger, Alger (algérie);BONICHE Lili;4
TRIY01;La veillée du 3eme millénaire;TRI YANN;4
AUBE01;Concert privé;AUBERT Jean-Louis;3
TROO01;Mayday;TROOP;1
COHE01;Songs of ...;COHEN Léonard;1
RADI02;Rumba Argelina (méditerranée);Radio Tarifa;4
